text,artist
"усилье воли освятить
полнеба охватил костер
с каким глухим негодованьем
и я не мог твоей мучитель
чрезмерной радости понять
кто этот дивный пешеход
ты указал в чертоге тронном
ты собирал с князей оброк
всемирной радости приют
и в промежутке воспаленном
ты перенес свой жребий дивный
разодран шелковый шатер
и царской скинии над нами
но чтили неизвестный бог
бетховена горит огонь
и до тех пор не кончил танца
тебе в пророческом весельи
бывает сердце так сурово
пока не вышел буйный хмель
с кем можно глубже и полнее
тебе монашеские кельи
то негодуя то шутя
на фортепьянный шел урок
кто покрестьянски сын фламандца
мир пригласил на ритурнель
тебя назвать не смели греки
на белой славы торжество
его унять никто не мог
с зеленой шляпою в руке
кто может ярче пламенея
и благодарный как дитя
он так стремительно ступает
испепеленную тетрадь
о величавой жертвы пламя
что и любя его не тронь
дионис как муж наивный
огонь пылает в человеке
и в темной комнате глухого
уже бросает исполнитель
огнепоклонники поют
или с рассеянным вниманьем
где мы не видим ничего
всю чашу нежности испить",Осип Мандельштам
"ни одной былинки
легкие корзинки
на луне не дома
на луне не растет
голубые дома
просто голубятни
чудоголубятни
из соломы плетет
на луне полутьма
и дома опрятней
делает корзинки
на луне весь народ",Осип Мандельштам
"с цвету ли с размаха ли бьёт воздушноцелыми
в воздух убиваемый кистенями белыми
борется и тянется смешана обрывчива
кисти вместе с звёздами звёзды вместе с кистями
на меня нацелилась груша да черемуха
силою рассыпчатой бьет меня без промаха
в чьем соцветьи истина
что за двоевластье там
и двойного запаха сладость неуживчива",Осип Мандельштам
"что с окисью и примесью боролось
и тихая работа серебрит
железный плуг и песнотворца голос
как женственное серебро горит",Осип Мандельштам
"своими глазами врага увидать
и слушая ядер губительный хор
и вспомнить о тех кто готов умереть
польше не всем воевать
нам только взглянуть на блестящую медь
пронизана воздухом медь шишака
лежит на камине в гостиной твоей
сорвать с неприятеля гордый убор
немецкая каска священный трофей
дотронься она как игрушка легка",Осип Мандельштам
"шли товарищи последнего призыва
я хочу чтоб мыслящее тело
превратилось в улицу в страну
сознающее свою длину
обручи краснознаменной хвои
не мучнистой бабочкою белой
восклицанья ружей на плечах
карих то зрачков иль голубых
весналето мая
пронесла пехота молчаливо
опершись на смертные станки
и зенитных тысячи орудий
возгласы темнозеленой хвои
по работе в жёстких небесах
в землю я заемный прах верну
шли нестройно люди люди люди
кто же будет продолжать за них
с глубиной колодезной венки
тянут жизнь и время дорогое
позвоночное обугленное тело
азбучные крупные венки",Осип Мандельштам
"рукопашной лазури шальной
легче было вам
ты который стоишь надо мной
заблудился я в небе что делать
выпить здравье кружащейся башни
тише тучу ведут под уздцы
дай мне силу без пены пустой
если ты виночерпий и чашник
самых синих теней образцы
если я не вчерашний не зряшний
голубятни черноты скворешни
задыхаться чернеть голубеть
облака обаянья борцы
атлетических дисков звенеть
тот кому оно близко ответь
лёд весенний лёд вышний лёд вешний
дантовых девять",Осип Мандельштам
"ты скажешь повар на кухне
недомалеваны вуали
угадывается качель
глубокий обморок сирени
а теньто тень все лиловей
его запекшееся лето
и красок звучные ступени
на холст как струпья положил
художник нам изобразил
лиловым мозгом разогрето
свисток иль хлыст как спичка тухнет
и в этом сумрачном развал
готовят жирных голубей
он понял масла густоту
расширенное в духоту",Осип Мандельштам
"и звуков стакнутых прелестные двойчатки
ариоста друг
боюсь раскрыть ножом двустворчатый жемчуг
язык бессмысленный язык солёносладкий",Осип Мандельштам
"румянец твой о нежная чума
как удержать напрасное веселье
в пожатьи рук мучительный обряд
с утра вино а вечером похмелье
от легкой жизни мы сошли с ума
и фонари как факелы горят
но я боюсь что раньше всех умрет
когда речные тяжелеют струи
тот у кого тревожнокрасный рот
на улицах ночные поцелуи
и на глаза спадающая челка
мы смерти ждем как сказочного волка",Осип Мандельштам
"нюренбергская есть пружина
чтоб смолою соната джина
не втирайте в клавиши корень
разве руки мои кувалды
выпрямляющая мертвецов
десять пальцев мой табунок
вяло дышит огромный зал
мирабо фортепьянных прав
ради сложности мировой
не звучит рояль
оскорбленный и оскорбитель
генрих конекгорбунок
проступила из позвонков
звуколюбец душемутитель
сладковатой груши земной
чтобы в мире стало просторней
и вскочил отряхая фалды
как парламент жующий фронду
и не крепнет сословий вал",Осип Мандельштам
"как небылицею своей томись тоской
и так упорно тяжелеет
а сердце отчего так медленно оно
в огромном омуте прозрачно и темно
то всею тяжестью оно идет ко дну
наверх всплывает без усилий
с притворной нежностью у изголовья стой
и сам себя всю жизнь баюкай
соскучившись по милом иле
и ласков будь с надменной скукой
то как соломинка минуя глубину
и томное окно белеет",Осип Мандельштам
"и всеми голосами
как лиственницы влажно
отныне сердцу дан
но ризой думы важной
всю душу мне одень
единственной отрадой
трепещущая сень
вдруг сразу умолкай
высокими снопами
взлетай и упадай
неутомимо падай
таинственный фонтан",Осип Мандельштам
"того кто вовремя застыл
нас пеною воздвигнул случай
где вырывается из плена
потока шумное стекло
и кружевом соединил
как лебединое крыло
клубящаяся стынет пена
о время завистью не мучай",Осип Мандельштам
"как чистый бриллиант
покуда снег хрустит
нам с музыкойголубою
шуберта наверчивал
и всласть с утра до вечера
на узеньких на саночках
на улице темно
не страшно умереть
пускай там итальяночка
все равно марта
еврейский музыкант
заверчено давно
одну сонату вечную
на вешалке висеть
шубертом летит
заученную вхруст
там хоть вороньей шубою
играл он наизусть",Осип Мандельштам
"ложноклассическая шаль
души расковывает недра
стояла некогда
зловещий голос горький хмель
в полоборота о печаль
так негодующая
на равнодушных поглядела
спадая с плеч окаменела",Осип Мандельштам
"брызжет в зеркальцах дорога
влез бесенок в мокрой шёрстке
утомлённые следы
колесо брюзжит отлого
надсмеялось сбило ось
по копейкам воздух вёрсткий
в торопливые следы
обирает с слободы
без покрова без слюды
улеглось и полбеды
скучно мне моё прямое
влез бесенок в мокрой шерстке
по нему прошлось другое
ну куда ему куды
дело тараторит вкось
постоят ещё немного
в подкопытные напёрстки",Осип Мандельштам
"и перегоревший в сахар жжёный
полугород полуберег конный
в сбрую красных углей запряжённый
на доске малиновой червонной
не раскаркается здесь весёлая кривая
как сухую но живую лапу клёна
на кону горы крутопоклонной
конькобежного голландского уклона
дым уносит на ходулях убегая
высоко занёсся санный сонный
не ищи в нем зимних масел рая
и меня сравненьем не смущая
карличья в ушастых шапках стая
срежь рисунок мой в дорогу крепкую влюблённый
жёлтою мастикой утеплённый
втридорога снегом напоённый",Осип Мандельштам
"уже выгоняет выжлятникпожар
исакий замёрз
на мёртвых ресницах
дыханье дыханье и пенье
и барские улицы сини
линеек раскидистых стайку
движенье движенье движенье
шарманщика смерть и медведицы ворс
площадками лестниц разлад и туман
шуберта в шубе застыл талисман
и зеркало корчит всезнайку
несётся земля меблированный шар
и чужие поленья в камине",Осип Мандельштам
"ну а я не дышу сам не рад
вошь да глушь у неё тишь да мша
уцепилась и тащит назад
полуспаленка полутюрьма
шасть к порогу куда там в плечо
к шестипалой неправде в избу
а она мне солёных грибков
ничего хороша хороша
дайка я на тебя погляжу
а она из ребячьих пупков
ведь лежать мне в сосновом гробу
я и сам ведь такой же кума
вынимает в горшке изпод нар
захочу говорит дам ещё
подает мне горячий отвар
я с дымящей лучиной вхожу",Осип Мандельштам
"где больше неба мне там я бродить готов
и собирался плыть и плавал по дуге
я соглашался с равенством равнин
и ясная тоска меня не отпускает
и неба круг мне был недугом
ждал от него услуги или вести
к всечеловеческим яснеющим в
с какимто ласковым испугом
неначинающихся путешествий
не сравнивай живущий несравним
от молодых еще воронежских холмов
я обращался к воздухуслуге",Осип Мандельштам
"и я один на всех путях
то что мы в детстве ближе к смерти
и забываем без труда
чем в наши зрелые года
а мне уж не на кого дуться
моих страданий и забот
о как мы любим лицемерить
в глубоком обмороке вод
и дорог мне свободный выбор
но не хочу уснуть как рыба
февраль мая
невыспавшееся дитя
еще обиду тянет с блюдца",Осип Мандельштам
"от неизбежного
твоя печаль
нежнее нежного
неостывающих
от мира целого
неунывающих
белее белого
и тихий звук
и пальцы рук",Осип Мандельштам
"ударенья дождевые
чуешь вмятины слепые
из какой вернуть руды
и слепой и поводырь
в нищей памяти впервые
звуки слёзы и труды
и потери звуковые
сам себе немил неведом
медной полные воды
дрожжи мира дорогие
и идёшь за ними следом
закипающей беды",Осип Мандельштам
"европа новая
снаряжают наши корабли
на прелестный
целый лес незваных кораблей
не любили раньше англичане
эллины войною
а теперь друзьяостровитяне
он отторгнут вражеской рукою
нам подарков с острова не надо
европейской сладостной земли
виден был из гавани",Осип Мандельштам
"казался чортом средь людей
и дирижер стараясь мало
не жили не были нигде
на первомайском холоду
не больше трех карандашей
производили глухоту
воронеж или
один или другой злодей
тянули жилы жилибыли
на базе мелких отношений
в театре публики лежало
семидесяти стульев тени",Осип Мандельштам
"как прицелясь на смерть городки зашибают в саду
андреевна заявила что значит он к ней обращается и поставила над стихотворением три
рождеству отразилась семью плавниками звезда
андреевне он о вас думал это его буквальные слова потомуто и потомуто
за смолу кругового терпенья за совестный деготь труда
обещаю построить такие дремучие срубы
чтобы в них татарва опускала князей на бадье
я рассказала об этом
и для казни петровской в лесах топорище найду мая
вполне вероятно что так и было
чтобы в ней к
сохрани мою речь навсегда за привкус несчастья и дыма
мне сказал что только
мандельштам это стихотворение не посвящалось никому
я непризнанный брат отщепенец в народной семье
ахматова могла бы найти последнее не хватавшее ему слово речь шла об эпитете совестный к дёгтю труда
как вода в новгородских колодцах должна быть черна и сладима
и за это отец мой мой друг и помощник мой грубый
я за это всю жизнь прохожу хоть в железной рубахе
лишь бы только любили меня эти мерзлые плахи",Осип Мандельштам
"само грядущее дружина мудреца
я б рассказал о том кто сдвинул мира ось
в рост окружи его сырым и синим бором
чтоб настоящее в чертах отозвалось
он улыбается улыбкою жнеца
я б несколько гремучих линий взял
когда б я уголь взял для высшей похвалы
и поднял вновь и разрешил иначе
к которому к нему вдруг узнаешь отца
и ленинский октябрь до выполненной клятвы
не огорчить отца
художник береги и охраняй бойца
я уменьшаюсь там меня уж не заметят
который начался и длится без конца
и мужество улыбкою связал
для чести и любви для доблести и стали
пусть не насыщен я и желчью и слезами
и осторожно и тревожно
да будет жизнь крупна
чудо народное
я у него учусь к себе не знать пощады
уходят вдаль людских голов бугры
на твердость рта отца речей упрямых
могучие глаза решительно добры
что эту кость и эту кисть развили
все моложавое его тысячелетье
на всех готовых жить и умереть
гомер хвалу утроит
лепное сложное крутое веко знать
правдивей правды нет чем искренность бойца
есть имя славное для сжатых губ чтеца
сжимая уголек в котором все сошлось
и задыхаешься почуяв мира близость
для радости рисунка непреложной
и каждое гумно и каждая копна
бегут играя хмурые морщинки
рукопожатий в разговоре
весь откровенность весь признанья медь
я б поднял брови малый уголок
воскресну я сказать что солнце светит
я у него учусь не для себя учась
сильна убориста умна добро живое
и слушает его все чаще все смелее
он свесился с трибуны как с горы
ворочается счастье стержневое
я уголь искрошу ища его обличья
но в книгах ласковых и в играх детворы
пусть недостоин я еще иметь друзей
должник сильнее иска
и вдаль прищурилась равнина
и в дружбе мудрых глаз найду для близнеца
художник помоги тому кто весь с тобой
лес человечества за ним поет густея
рукою жадною одно лишь сходство клича
ста сорока народов чтя обычай
я б воздух расчертил на хитрые углы
в бугры голов
прометей раздул свой уголек
густая бровь комуто светит близко
и шестикратно я в сознаньи берегу
работает из миллиона рамок
не я и не другой ему народ родной
рукою хищною ловить лишь сходства ось
на шестиклятвенном просторе
как море без морщин как завтра из вчера
эсхил как я рисуя плачу
и я хотел бы стрелкой указать
какого не скажу то выраженье близясь
кто мыслит чувствует и строит
его огромный путь через тайгу
и развязал в ненапряженном свете
он родился в горах и горечь знал тюрьмы
он все мне чудится в шинели в картузе
недобрым образом иль мыслей недобором
в искусстве с дерзостью гранича
я разыщу его в случайностях их чада
хочу назвать его не
вниманья влажного
его мы слышали и мы его застали
до солнца борозды от плугаисполина
несчастья скроют ли большого плана часть
и зоркий слух не терпящий сурдинки
на чудной площади с счастливыми глазами
и я хочу благодарить холмы
сталина раздвинута гора
свидетель медленный труда борьбы и жатвы",Осип Мандельштам
"комариный звенит князь
я не знаю с каких пор
раскидать бы за стогом стог
этих сухоньких трав звон
еще раз поговорить
уворованная нашлась
прошуршать спичкой плечом
шапку воздуха что томит
через век сеновал сон
распороть разорвать мешок
эта песенка началась
чтобы розовой крови связь
в котором тмин зашит
я хотел бы ни о чем
растолкать ночь разбудить
не по ней ли шуршит вор",Осип Мандельштам
"в путь убегала она
я улыбнулся весне
женщина гладкой перчаткой
правила точно во сне
тонкая вуалета
журчала весенняя ласка
тысячеструйный поток
скользнуламелькнула коляска
легкая как мотылек
я оглянулся украдкой
в траурный шелк одета
тоже была черна",Осип Мандельштам
"мелькают перья
о будни пляска дикарей
цветные стекла и табак
скорей подбросить кольца трубки
наивных восклицаний дождь
и с чистой совестью на шлюпке
лоснящийся от лицемерья
веселая скороговорка
за мех и золото и яд
бывают искренние вкусы
с собой захватывает бусы
я с невысокого пригорка
люблю обмен
косится на бочонок вождь
опять присматриваюсь к ней
и предприимчивый моряк
вернуться на родной фрегат",Осип Мандельштам
"и своито мне губы не любы
и в слова языком не продвинуть
и когда я наполнился морем
зрела маялась шла через рвы
а флейтист не узнает покоя
и невольно на убыль на убыль
неизваянная без отчёта
емлет звуки опрятен и скуп
вспоминающих топотом губ
звонким шопотом честолюбивым
из сиреневых вылепил глин
вслед за ним мы его не повторим
словно ей не хватало молвы
и губами её не размять
и убийство на том же корню
он торопится быть бережливым
равноденствие флейты клоню
мором стала мне мера моя
и её невозможно покинуть
комья глины в ладонях моря
что когдато он море родное
стиснув зубы её не унять
ему кажется что он один
флейты греческой тэта и йота",Осип Мандельштам
"и мертвых гончарных равнин
и каждое слово скоба
и выхватил лапой своей
от львиной своей красоты
рисующий лев из пенала
вдали якорей и трезубцев
твои молодые гроба
как детский рисунок просты
где жухлый почил материк
где буквы кузнечные клещи
здесь жены проходят даруя
ты видела всех жизнелюбцев
страна москательных пожаров
с полдюжины карандашей
терпела средь камней и глин
всех казнелюбивых владык
ты красок себе пожелала
и крови моей не волнуя
как люб мне язык твой зловещий
ты рыжебородых сардаров",Осип Мандельштам
"поливают песок
на луне не растет
из высокой лейки
делает корзинки
что ни шаг то прыжок
на луне не дома
из соломы плетет
на луне нет дорог
и летают рыбы
голубые рыбы
это все о луне только небылица
нет воды на луне
но они на луне
ни одной былинки
просто голубятни
чудоголубятни
в этот вздор о луне верить не годится
через три скамейки
плавать не могли бы
легкие корзинки
голубые дома
на луне полутьма
и дома опрятней
на луне весь народ
и везде скамейки
у меня на луне",Осип Мандельштам
"брамсом нет постой
после года или более
играй же на разрыв аорты
на голове твоей полячка
удивился откуда я так мог угадать сходство с
мнишек холм кудрей
а вот и моё достижение
паганини длиннопалым
чей звук широк как
последний чудный чорт в цвету апреля июля
смутное время
парижем мощноодичалым
утешь меня игрой своей
бариновой после моих разговоров
три чорта было ты четвертый
играй же на разрыв аорты
стихотворение написано после посещения апреля концерта скрипачки
когда я это сказал
и далее дневник
смычок твой мнителен скрипачка
баринова строки
вертлявой в дирижерских фрачках
это должно стать концом строфной вещи у которой дома появилось и начало
мнишек ок ок польская авантюристка жена трёх самозванцев претендентов на русский престол в
и вальс из гроба в колыбель
бегут цыганскою толпой
всеволодовны
последний чудный чорт в цвету
а ритмыто стихов
бариновой с
переливающий как хмель
девчонка выскочка гордячка
сегодня закончена
за длиннопалым
мандельштамом бесплатно у неё невероятный цветаевский темперамент летняя молодость и неартистичная живость
бегут цыганскою гурьбой
вены молодой
кто с чохом чех кто с польским балом
три чорта было ты четвертый
а кто с венгерской чемчурой
мучным и потным карнавалом
мандельштам написал первые строчки
в дунайских фейерверках скачках
шопеном чалым
с кошачьей головой во рту
вчера были на концерте скрипачки
цветаевой когда я её не видел
все скрипачи",Осип Мандельштам
"участвовать в твоей железной каре
александра здесь замучил
зияет площадь аркой
курантов бой и тени государей
заснула чернь
россия ты на камне и крови
хоть тяжестью меня благослови
арлекин вздыхал о славе яркой
луной облита бронзовая дверь",Осип Мандельштам
"сайма струилась потоками лавы
и поодаль стояли пустынные скалы как сестры
как невеста белела на пурпуре водного стана
слишком яркое солнце и первые звезды мигали
я не знаю как долго не знаю кому я молился
как с небесного древа клонилось как плод перезрелый
октябрь апреля
о красавица
отовсюду звучала старинная песнь
белый пар над водою тихонько вставал и клубился
сайма ты лодку мою колыхала
колыхала мой челн челн подвижный игривый и острый
и песчаная отмель добыча вечернего вала
я причалил и вышел на берег седой и кудрявый
песнь железа и камня о скорбном порыве титана
как от пьяного солнца бесшумные падали стрелы
и на дно опускались и тихое дно зажигали
в водном плеске душа колыбельную негу слыхала",Осип Мандельштам
"ниже клюва красным шит
подивлюсь на свет еще немного
но улыбка неподдельна как дорога
до чего ты щегловит
черножелтый до чего щегол ты
и щегла увижу я
хвостик лодкой перья черножёлты
детский рот жует свою мякину
непослушна не слуга
на детей и на снега
улыбается жуя
словно щеголь голову закину",Осип Мандельштам
"в прозрачном воздухе как в цирке голубом
есть внутренности жертв чтоб о войне гадать
мы видим образы его гражданской мощи
рабы чтобы молчать и камни чтобы строить
нам незачем богов напрасно беспокоить
на форуме полей и в колоннаде рощи
рим и отразилась в нем
природа тот же
рим и кажется опять",Осип Мандельштам
"что нежно так сквозит
беспомощно повис
темнее занавеситься
сквозь восковую занавесь
безжизненней кулис
простор канвой окутанный
кустарник из тумана весь
и месяц весь опутанный
и пойманного месяца
совсем не отпустить
все небо охватить
заплаканный глядит",Осип Мандельштам
"лютера незрячий
и кряжистого
не просветлеет темная гора
здесь я стою я не могу иначе
витает дух над куполом",Осип Мандельштам
"сосновый синий бор
распахнут кругозор
и все идут идут
в степи кочуют кочки
как сокол закольцован
как бы слепых везут
и нет ко мне гонца
к ноге моей привязан
как вестник без указа
ночлеги ночи ночки
и дом мой без крыльца",Осип Мандельштам
"он учит красота не прихоть полубога
ладья воздушная и мачтанедотрога
и открываются всемирные моря
как плуги брошены ржавеют якоря
запутался в листве прозрачный циферблат
и вот разорваны трех измерений узы
в столице северной томится пыльный тополь
нам четырех стихий приязненно господство
а хищный глазомер простого столяра
сей целомудренно построенный ковчег
сердито лепятся капризные
сияет издали воде и небу брат
не отрицает ли пространства превосходство
но создал пятую свободный человек
и в темной зелени фрегат или акрополь
служа линейкою преемникам",Осип Мандельштам
"его толстые пальцы как черви жирны
кому в пах кому в лоб кому в бровь кому в глаз
он один лишь бабачит и тычет
там припомнят кремлёвского горца
и сияют его голенища
тараканьи смеются усища
как подкову кует за указом указ
и широкая грудь осетина
а где хватит на полразговорца
что ни казнь у него то малина
мы живем под собою не чуя страны
а вокруг него сброд тонкошеих вождей
кто свистит кто мяучит кто хнычет
строфы века
антология русской поэзии
он играет услугами полулюдей
а слова как пудовые гири верны
наши речи за десять шагов не слышны",Осип Мандельштам
"петербург я ещё не хочу умирать
у тебя телефонов моих номера
у меня ещё есть адреса
ты вернулся сюда так глотай же скорей
узнавай же скорее декабрьский денёк
шевеля кандалами цепочек дверных
по которым найду мертвецов голоса
ударяет мне вырванный с мясом звонок
до прожилок до детских припухлых желёз
где к зловещему дегтю подмешан желток
и всю ночь напролёт жду гостей дорогих
рыбий жир ленинградских речных фонарей
я на лестнице чёрной живу и в висок
я вернулся в мой город знакомый до слёз",Осип Мандельштам
"степь беззимняя гола
я твержу их имена
воробьёвского райкома
прямо в очи оборот
только чайника ночного
из вагонного окна
только города немого
хляби хлеба гроз ведро
шутишь родина щегла
въехал ночью в рукавичный
что со мной дурного
не дворянское угодье
африку похож
их растянутых гудков
эта область в темноводье
полон воздуха был рот
белизна снегов гагачья
цны реки обычной
океанское ядро
не забуду никогда
снегом пышущий
на фанере не сочтешь
в гуще воздуха степного
сам с собою разговор
трудодень земли знакомой
я запомнил навсегда
перекличка поездов
я люблю её рисунок
белыйбелый белпокров
в гололедицу обзор
да украинская мова
я кружил в полях совхозных
дайте свет прозрачных лунок
солнц подсолнечника грозных",Осип Мандельштам
"много задолго до
плавников их подземный удар
и сосцами текучей богини
волоокого неба звезда
выздоравливай же излучайся
и летучая рыба случайность
ты отдай мне мое остров синий
это море легко на помине
это было и пелось синея
крит летучий отдай мне мой труд
раскололась на море и страсть
в землю звонкую слышишь дельфиньих
и сосуда студеная власть
в осчастливленной обжигом глине
гончарами велик остров синий
воскорми обожженный сосуд
крит зеленый запекся их дар
и вода говорящая да марта
называли моя и моё
до того как еду и питьё",Осип Мандельштам
"когда удар с ударами встречается
и надо мною роковой
и все быстрее и быстрей
узоры острые переплетаются
в руках отважных дикарей
и уклониться не дано
отравленные дротики взвиваются
и упадет веретено
и хочет быть моей судьбой
и невозможно встретиться условиться
торопится и грубо остановится
неутомимый маятник качается",Осип Мандельштам
"иных богов не надо славить
мной установленные лары
высокий лад глубокий мир
есть целомудренные чары
какие робкие законы
у тщательно обмытых ниш
и холод этих хрупких тел
какой игрушечный удел
позволено их переставить
я слушаю моих пенатов
они как равные с тобой
всегда восторженную тишь
и осторожною рукой
приказывает торс точеный
в часы внимательных закатов
далеко от эфирных лир",Осип Мандельштам
"из грусти пушкинской и средиземной спеси
в степи полуденной кузнечик мускулистый
мы удивляемся лавчонке мясника
солдатам герцога юродивым слегка
ягнёнку на дворе монаху на осляти
от винопития чумы и чеснока
на языке цикад пленительная смесь
ариост выполнял разные дипломатические поручения герцогства
феррара чёрствая и на цепи держала
в степи полуденной кузнечик мускулистый
адриатику широкое окно
о если б распахнуть да как нельзя скорее
от ведьмы и судьи таких сынов рожала
часы песочные желты и золотисты
а при дворе у рыб учёный был советник
и свежей как заря удивлены утрате
европе холодно
орланда песнь
луну ум обезумевшего
власть отвратительна как руки брадобрея
он мужественно врёт с
над розой мускусной жужжание пчелы
о город ящериц в котором нет души
ариост посольская лиса
феррара чёрствая и на цепи держала поэт
как плющ назойливый цепляющийся весь
кузнечик мускулистый ср стальную мускулатуру кузнечика в рецензии на стихи
и прямо на луну влетает враль плечистый рыцарь
италии темно
часы песочные желты и золотисты
альфонса в результате интриг посаженный в сумасшедший дом на лет
тассо живший про дворе герцога
астольф которого должен воротить унесённый на
орландом куролеся
цветущий папоротник парусник столетник
ты слушал на луне овсянок голоса
под сеткой синих мух уснувшему дитяти
крылатой лошади подковы тяжелы
и прямо на луну влетает враль плечистый
и солнце рыжего ума взошло в глуши",Осип Мандельштам
